service_id,date,exception_type
"5487_613264","20241226","1"
"5487_613264","20241229","1"
"5487_613265","20241102","1"
"5487_613265","20241228","1"
"5487_613266","20241223","1"
"5487_613266","20241224","1"
"5487_613266","20241227","1"
"5487_613266","20241230","1"
"5487_613266","20241231","1"
"5487_613267","20241223","1"
"5487_613267","20241224","1"
"5487_613267","20241227","1"
"5487_613267","20241230","1"
"5487_613268","20241012","1"
"5487_613268","20241019","1"
"5487_613268","20241026","1"
"5487_613268","20241109","1"
"5487_613268","20241116","1"
"5487_613268","20241123","1"
"5487_613268","20241130","1"
"5487_613268","20241207","1"
"5487_613268","20241214","1"
"5487_613268","20241221","1"
"5487_613269","20241225","1"
"5487_613270","20241007","1"
"5487_613270","20241008","1"
"5487_613270","20241009","1"
"5487_613270","20241010","1"
"5487_613270","20241011","1"
"5487_613270","20241014","1"
"5487_613270","20241015","1"
"5487_613270","20241016","1"
"5487_613270","20241017","1"
"5487_613270","20241018","1"
"5487_613270","20241021","1"
"5487_613270","20241022","1"
"5487_613270","20241023","1"
"5487_613270","20241024","1"
"5487_613270","20241025","1"
"5487_613270","20241028","1"
"5487_613270","20241029","1"
"5487_613270","20241030","1"
"5487_613270","20241031","1"
"5487_613270","20241104","1"
"5487_613270","20241105","1"
"5487_613270","20241106","1"
"5487_613270","20241107","1"
"5487_613270","20241108","1"
"5487_613270","20241111","1"
"5487_613270","20241112","1"
"5487_613270","20241113","1"
"5487_613270","20241114","1"
"5487_613270","20241115","1"
"5487_613270","20241118","1"
"5487_613270","20241119","1"
"5487_613270","20241120","1"
"5487_613270","20241121","1"
"5487_613270","20241122","1"
"5487_613270","20241125","1"
"5487_613270","20241126","1"
"5487_613270","20241127","1"
"5487_613270","20241128","1"
"5487_613270","20241129","1"
"5487_613270","20241202","1"
"5487_613270","20241203","1"
"5487_613270","20241204","1"
"5487_613270","20241205","1"
"5487_613270","20241206","1"
"5487_613270","20241209","1"
"5487_613270","20241210","1"
"5487_613270","20241211","1"
"5487_613270","20241212","1"
"5487_613270","20241213","1"
"5487_613270","20241216","1"
"5487_613270","20241217","1"
"5487_613270","20241218","1"
"5487_613270","20241219","1"
"5487_613270","20241220","1"
"5487_613271","20241013","1"
"5487_613271","20241020","1"
"5487_613271","20241027","1"
"5487_613271","20241101","1"
"5487_613271","20241103","1"
"5487_613271","20241110","1"
"5487_613271","20241117","1"
"5487_613271","20241124","1"
"5487_613271","20241201","1"
"5487_613271","20241208","1"
"5487_613271","20241215","1"
"5487_613271","20241222","1"
"5487_613272","20241226","1"
"5487_613272","20241229","1"
"5487_613273","20241102","1"
"5487_613273","20241228","1"
"5487_613274","20241223","1"
"5487_613274","20241224","1"
"5487_613274","20241227","1"
"5487_613274","20241230","1"
"5487_613274","20241231","1"
"5487_613275","20241223","1"
"5487_613275","20241224","1"
"5487_613275","20241227","1"
"5487_613275","20241230","1"
"5487_613276","20241012","1"
"5487_613276","20241019","1"
"5487_613276","20241026","1"
"5487_613276","20241109","1"
"5487_613276","20241116","1"
"5487_613276","20241123","1"
"5487_613276","20241130","1"
"5487_613276","20241207","1"
"5487_613276","20241214","1"
"5487_613276","20241221","1"
"5487_613277","20241225","1"
"5487_613278","20241007","1"
"5487_613278","20241008","1"
"5487_613278","20241009","1"
"5487_613278","20241010","1"
"5487_613278","20241011","1"
"5487_613278","20241014","1"
"5487_613278","20241015","1"
"5487_613278","20241016","1"
"5487_613278","20241017","1"
"5487_613278","20241018","1"
"5487_613278","20241021","1"
"5487_613278","20241022","1"
"5487_613278","20241023","1"
"5487_613278","20241024","1"
"5487_613278","20241025","1"
"5487_613278","20241028","1"
"5487_613278","20241029","1"
"5487_613278","20241030","1"
"5487_613278","20241031","1"
"5487_613278","20241104","1"
"5487_613278","20241105","1"
"5487_613278","20241106","1"
"5487_613278","20241107","1"
"5487_613278","20241108","1"
"5487_613278","20241111","1"
"5487_613278","20241112","1"
"5487_613278","20241113","1"
"5487_613278","20241114","1"
"5487_613278","20241115","1"
"5487_613278","20241118","1"
"5487_613278","20241119","1"
"5487_613278","20241120","1"
"5487_613278","20241121","1"
"5487_613278","20241122","1"
"5487_613278","20241125","1"
"5487_613278","20241126","1"
"5487_613278","20241127","1"
"5487_613278","20241128","1"
"5487_613278","20241129","1"
"5487_613278","20241202","1"
"5487_613278","20241203","1"
"5487_613278","20241204","1"
"5487_613278","20241205","1"
"5487_613278","20241206","1"
"5487_613278","20241209","1"
"5487_613278","20241210","1"
"5487_613278","20241211","1"
"5487_613278","20241212","1"
"5487_613278","20241213","1"
"5487_613278","20241216","1"
"5487_613278","20241217","1"
"5487_613278","20241218","1"
"5487_613278","20241219","1"
"5487_613278","20241220","1"
"5487_613278","20241223","1"
"5487_613278","20241224","1"
"5487_613278","20241227","1"
"5487_613278","20241230","1"
"5487_613279","20241013","1"
"5487_613279","20241020","1"
"5487_613279","20241027","1"
"5487_613279","20241101","1"
"5487_613279","20241103","1"
"5487_613279","20241110","1"
"5487_613279","20241117","1"
"5487_613279","20241124","1"
"5487_613279","20241201","1"
"5487_613279","20241208","1"
"5487_613279","20241215","1"
"5487_613279","20241222","1"
"5487_613279","20241226","1"
"5487_613279","20241229","1"
"5487_613280","20241013","1"
"5487_613280","20241020","1"
"5487_613280","20241027","1"
"5487_613280","20241101","1"
"5487_613280","20241103","1"
"5487_613280","20241110","1"
"5487_613280","20241117","1"
"5487_613280","20241124","1"
"5487_613280","20241201","1"
"5487_613280","20241208","1"
"5487_613280","20241215","1"
"5487_613280","20241222","1"
"5487_613280","20241225","1"
"5487_613280","20241226","1"
"5487_613280","20241229","1"
"5487_613281","20241007","1"
"5487_613281","20241008","1"
"5487_613281","20241009","1"
"5487_613281","20241010","1"
"5487_613281","20241011","1"
"5487_613281","20241014","1"
"5487_613281","20241015","1"
"5487_613281","20241016","1"
"5487_613281","20241017","1"
"5487_613281","20241018","1"
"5487_613281","20241021","1"
"5487_613281","20241022","1"
"5487_613281","20241023","1"
"5487_613281","20241024","1"
"5487_613281","20241025","1"
"5487_613281","20241028","1"
"5487_613281","20241029","1"
"5487_613281","20241030","1"
"5487_613281","20241031","1"
"5487_613281","20241104","1"
"5487_613281","20241105","1"
"5487_613281","20241106","1"
"5487_613281","20241107","1"
"5487_613281","20241108","1"
"5487_613281","20241111","1"
"5487_613281","20241112","1"
"5487_613281","20241113","1"
"5487_613281","20241114","1"
"5487_613281","20241115","1"
"5487_613281","20241118","1"
"5487_613281","20241119","1"
"5487_613281","20241120","1"
"5487_613281","20241121","1"
"5487_613281","20241122","1"
"5487_613281","20241125","1"
"5487_613281","20241126","1"
"5487_613281","20241127","1"
"5487_613281","20241128","1"
"5487_613281","20241129","1"
"5487_613281","20241202","1"
"5487_613281","20241203","1"
"5487_613281","20241204","1"
"5487_613281","20241205","1"
"5487_613281","20241206","1"
"5487_613281","20241209","1"
"5487_613281","20241210","1"
"5487_613281","20241211","1"
"5487_613281","20241212","1"
"5487_613281","20241213","1"
"5487_613281","20241216","1"
"5487_613281","20241217","1"
"5487_613281","20241218","1"
"5487_613281","20241219","1"
"5487_613281","20241220","1"
"5487_613281","20241223","1"
"5487_613281","20241224","1"
"5487_613281","20241227","1"
"5487_613281","20241230","1"
"5487_613281","20241231","1"
"5487_613282","20241012","1"
"5487_613282","20241019","1"
"5487_613282","20241026","1"
"5487_613282","20241102","1"
"5487_613282","20241109","1"
"5487_613282","20241116","1"
"5487_613282","20241123","1"
"5487_613282","20241130","1"
"5487_613282","20241207","1"
"5487_613282","20241214","1"
"5487_613282","20241221","1"
"5487_613282","20241228","1"
"5487_613283","20241007","1"
"5487_613283","20241008","1"
"5487_613283","20241009","1"
"5487_613283","20241010","1"
"5487_613283","20241011","1"
"5487_613283","20241014","1"
"5487_613283","20241015","1"
"5487_613283","20241016","1"
"5487_613283","20241017","1"
"5487_613283","20241018","1"
"5487_613283","20241021","1"
"5487_613283","20241022","1"
"5487_613283","20241023","1"
"5487_613283","20241024","1"
"5487_613283","20241025","1"
"5487_613283","20241028","1"
"5487_613283","20241029","1"
"5487_613283","20241030","1"
"5487_613283","20241031","1"
"5487_613283","20241104","1"
"5487_613283","20241105","1"
"5487_613283","20241106","1"
"5487_613283","20241107","1"
"5487_613283","20241108","1"
"5487_613283","20241111","1"
"5487_613283","20241112","1"
"5487_613283","20241113","1"
"5487_613283","20241114","1"
"5487_613283","20241115","1"
"5487_613283","20241118","1"
"5487_613283","20241119","1"
"5487_613283","20241120","1"
"5487_613283","20241121","1"
"5487_613283","20241122","1"
"5487_613283","20241125","1"
"5487_613283","20241126","1"
"5487_613283","20241127","1"
"5487_613283","20241128","1"
"5487_613283","20241129","1"
"5487_613283","20241202","1"
"5487_613283","20241203","1"
"5487_613283","20241204","1"
"5487_613283","20241205","1"
"5487_613283","20241206","1"
"5487_613283","20241209","1"
"5487_613283","20241210","1"
"5487_613283","20241211","1"
"5487_613283","20241212","1"
"5487_613283","20241213","1"
"5487_613283","20241216","1"
"5487_613283","20241217","1"
"5487_613283","20241218","1"
"5487_613283","20241219","1"
"5487_613283","20241220","1"
"5487_613284","20241226","1"
"5487_613284","20241229","1"
"5487_613285","20241102","1"
"5487_613285","20241228","1"
"5487_613286","20241223","1"
"5487_613286","20241224","1"
"5487_613286","20241227","1"
"5487_613286","20241230","1"
"5487_613286","20241231","1"
"5487_613287","20241223","1"
"5487_613287","20241224","1"
"5487_613287","20241227","1"
"5487_613287","20241230","1"
"5487_613288","20241124","1"
"5487_613289","20241013","1"
"5487_613289","20241020","1"
"5487_613289","20241027","1"
"5487_613289","20241101","1"
"5487_613289","20241103","1"
"5487_613289","20241110","1"
"5487_613289","20241117","1"
"5487_613289","20241201","1"
"5487_613289","20241208","1"
"5487_613289","20241215","1"
"5487_613289","20241222","1"
"5487_613290","20241012","1"
"5487_613290","20241019","1"
"5487_613290","20241026","1"
"5487_613290","20241109","1"
"5487_613290","20241116","1"
"5487_613290","20241123","1"
"5487_613290","20241130","1"
"5487_613290","20241207","1"
"5487_613290","20241214","1"
"5487_613290","20241221","1"
"5487_613291","20241225","1"
"5487_613292","20241231","1"
"5487_613293","20241007","1"
"5487_613293","20241008","1"
"5487_613293","20241009","1"
"5487_613293","20241010","1"
"5487_613293","20241011","1"
"5487_613293","20241012","1"
"5487_613293","20241014","1"
"5487_613293","20241015","1"
"5487_613293","20241016","1"
"5487_613293","20241017","1"
"5487_613293","20241018","1"
"5487_613293","20241019","1"
"5487_613293","20241021","1"
"5487_613293","20241022","1"
"5487_613293","20241023","1"
"5487_613293","20241024","1"
"5487_613293","20241025","1"
"5487_613293","20241026","1"
"5487_613293","20241028","1"
"5487_613293","20241029","1"
"5487_613293","20241030","1"
"5487_613293","20241031","1"
"5487_613293","20241104","1"
"5487_613293","20241105","1"
"5487_613293","20241106","1"
"5487_613293","20241107","1"
"5487_613293","20241108","1"
"5487_613293","20241109","1"
"5487_613293","20241111","1"
"5487_613293","20241112","1"
"5487_613293","20241113","1"
"5487_613293","20241114","1"
"5487_613293","20241115","1"
"5487_613293","20241116","1"
"5487_613293","20241118","1"
"5487_613293","20241119","1"
"5487_613293","20241120","1"
"5487_613293","20241121","1"
"5487_613293","20241122","1"
"5487_613293","20241123","1"
"5487_613293","20241125","1"
"5487_613293","20241126","1"
"5487_613293","20241127","1"
"5487_613293","20241128","1"
"5487_613293","20241129","1"
"5487_613293","20241130","1"
"5487_613293","20241202","1"
"5487_613293","20241203","1"
"5487_613293","20241204","1"
"5487_613293","20241205","1"
"5487_613293","20241206","1"
"5487_613293","20241207","1"
"5487_613293","20241209","1"
"5487_613293","20241210","1"
"5487_613293","20241211","1"
"5487_613293","20241212","1"
"5487_613293","20241213","1"
"5487_613293","20241214","1"
"5487_613293","20241216","1"
"5487_613293","20241217","1"
"5487_613293","20241218","1"
"5487_613293","20241219","1"
"5487_613293","20241220","1"
"5487_613293","20241221","1"
"5487_613294","20241102","1"
"5487_613294","20241223","1"
"5487_613294","20241224","1"
"5487_613294","20241227","1"
"5487_613294","20241228","1"
"5487_613294","20241230","1"
"5487_613295","20241013","1"
"5487_613295","20241020","1"
"5487_613295","20241027","1"
"5487_613295","20241101","1"
"5487_613295","20241103","1"
"5487_613295","20241110","1"
"5487_613295","20241117","1"
"5487_613295","20241124","1"
"5487_613295","20241201","1"
"5487_613295","20241208","1"
"5487_613295","20241215","1"
"5487_613295","20241222","1"
"5487_613295","20241226","1"
"5487_613295","20241229","1"
"5487_613296","20241225","1"
"5487_613297","20241007","1"
"5487_613297","20241008","1"
"5487_613297","20241009","1"
"5487_613297","20241010","1"
"5487_613297","20241011","1"
"5487_613297","20241014","1"
"5487_613297","20241015","1"
"5487_613297","20241016","1"
"5487_613297","20241017","1"
"5487_613297","20241018","1"
"5487_613297","20241021","1"
"5487_613297","20241022","1"
"5487_613297","20241023","1"
"5487_613297","20241024","1"
"5487_613297","20241025","1"
"5487_613297","20241028","1"
"5487_613297","20241029","1"
"5487_613297","20241030","1"
"5487_613297","20241031","1"
"5487_613297","20241104","1"
"5487_613297","20241105","1"
"5487_613297","20241106","1"
"5487_613297","20241107","1"
"5487_613297","20241108","1"
"5487_613297","20241111","1"
"5487_613297","20241112","1"
"5487_613297","20241113","1"
"5487_613297","20241114","1"
"5487_613297","20241115","1"
"5487_613297","20241118","1"
"5487_613297","20241119","1"
"5487_613297","20241120","1"
"5487_613297","20241121","1"
"5487_613297","20241122","1"
"5487_613297","20241125","1"
"5487_613297","20241126","1"
"5487_613297","20241127","1"
"5487_613297","20241128","1"
"5487_613297","20241129","1"
"5487_613297","20241202","1"
"5487_613297","20241203","1"
"5487_613297","20241204","1"
"5487_613297","20241205","1"
"5487_613297","20241206","1"
"5487_613297","20241209","1"
"5487_613297","20241210","1"
"5487_613297","20241211","1"
"5487_613297","20241212","1"
"5487_613297","20241213","1"
"5487_613297","20241216","1"
"5487_613297","20241217","1"
"5487_613297","20241218","1"
"5487_613297","20241219","1"
"5487_613297","20241220","1"
"5487_613298","20241013","1"
"5487_613298","20241020","1"
"5487_613298","20241027","1"
"5487_613298","20241101","1"
"5487_613298","20241103","1"
"5487_613298","20241110","1"
"5487_613298","20241117","1"
"5487_613298","20241124","1"
"5487_613298","20241201","1"
"5487_613298","20241208","1"
"5487_613298","20241215","1"
"5487_613298","20241222","1"
"5487_613299","20241226","1"
"5487_613299","20241229","1"
"5487_613300","20241102","1"
"5487_613300","20241228","1"
"5487_613301","20241223","1"
"5487_613301","20241224","1"
"5487_613301","20241227","1"
"5487_613301","20241230","1"
"5487_613301","20241231","1"
"5487_613302","20241012","1"
"5487_613302","20241019","1"
"5487_613302","20241026","1"
"5487_613302","20241109","1"
"5487_613302","20241116","1"
"5487_613302","20241123","1"
"5487_613302","20241130","1"
"5487_613302","20241207","1"
"5487_613302","20241214","1"
"5487_613302","20241221","1"
"5487_613303","20241225","1"
"5487_613304","20241007","1"
"5487_613304","20241008","1"
"5487_613304","20241009","1"
"5487_613304","20241010","1"
"5487_613304","20241011","1"
"5487_613304","20241014","1"
"5487_613304","20241015","1"
"5487_613304","20241016","1"
"5487_613304","20241017","1"
"5487_613304","20241018","1"
"5487_613304","20241021","1"
"5487_613304","20241022","1"
"5487_613304","20241023","1"
"5487_613304","20241024","1"
"5487_613304","20241025","1"
"5487_613304","20241028","1"
"5487_613304","20241029","1"
"5487_613304","20241030","1"
"5487_613304","20241031","1"
"5487_613304","20241104","1"
"5487_613304","20241105","1"
"5487_613304","20241106","1"
"5487_613304","20241107","1"
"5487_613304","20241108","1"
"5487_613304","20241111","1"
"5487_613304","20241112","1"
"5487_613304","20241113","1"
"5487_613304","20241114","1"
"5487_613304","20241115","1"
"5487_613304","20241118","1"
"5487_613304","20241119","1"
"5487_613304","20241120","1"
"5487_613304","20241121","1"
"5487_613304","20241122","1"
"5487_613304","20241125","1"
"5487_613304","20241126","1"
"5487_613304","20241127","1"
"5487_613304","20241128","1"
"5487_613304","20241129","1"
"5487_613304","20241202","1"
"5487_613304","20241203","1"
"5487_613304","20241204","1"
"5487_613304","20241205","1"
"5487_613304","20241206","1"
"5487_613304","20241209","1"
"5487_613304","20241210","1"
"5487_613304","20241211","1"
"5487_613304","20241212","1"
"5487_613304","20241213","1"
"5487_613304","20241216","1"
"5487_613304","20241217","1"
"5487_613304","20241218","1"
"5487_613304","20241219","1"
"5487_613304","20241220","1"
"5487_613305","20241223","1"
"5487_613305","20241224","1"
"5487_613305","20241227","1"
"5487_613305","20241230","1"
"5487_613306","20241231","1"
"5487_613307","20241013","1"
"5487_613307","20241020","1"
"5487_613307","20241027","1"
"5487_613307","20241101","1"
"5487_613307","20241103","1"
"5487_613307","20241110","1"
"5487_613307","20241117","1"
"5487_613307","20241124","1"
"5487_613307","20241201","1"
"5487_613307","20241208","1"
"5487_613307","20241215","1"
"5487_613307","20241222","1"
"5487_613307","20241226","1"
"5487_613307","20241229","1"
"5487_613308","20241225","1"
"5487_613309","20241012","1"
"5487_613309","20241019","1"
"5487_613309","20241026","1"
"5487_613309","20241102","1"
"5487_613309","20241109","1"
"5487_613309","20241116","1"
"5487_613309","20241123","1"
"5487_613309","20241130","1"
"5487_613309","20241207","1"
"5487_613309","20241214","1"
"5487_613309","20241221","1"
"5487_613309","20241228","1"
"5487_613310","20241231","1"
"5487_613311","20241007","1"
"5487_613311","20241008","1"
"5487_613311","20241009","1"
"5487_613311","20241010","1"
"5487_613311","20241011","1"
"5487_613311","20241014","1"
"5487_613311","20241015","1"
"5487_613311","20241016","1"
"5487_613311","20241017","1"
"5487_613311","20241018","1"
"5487_613311","20241021","1"
"5487_613311","20241022","1"
"5487_613311","20241023","1"
"5487_613311","20241024","1"
"5487_613311","20241025","1"
"5487_613311","20241028","1"
"5487_613311","20241029","1"
"5487_613311","20241030","1"
"5487_613311","20241031","1"
"5487_613311","20241104","1"
"5487_613311","20241105","1"
"5487_613311","20241106","1"
"5487_613311","20241107","1"
"5487_613311","20241108","1"
"5487_613311","20241111","1"
"5487_613311","20241112","1"
"5487_613311","20241113","1"
"5487_613311","20241114","1"
"5487_613311","20241115","1"
"5487_613311","20241118","1"
"5487_613311","20241119","1"
"5487_613311","20241120","1"
"5487_613311","20241121","1"
"5487_613311","20241122","1"
"5487_613311","20241125","1"
"5487_613311","20241126","1"
"5487_613311","20241127","1"
"5487_613311","20241128","1"
"5487_613311","20241129","1"
"5487_613311","20241202","1"
"5487_613311","20241203","1"
"5487_613311","20241204","1"
"5487_613311","20241205","1"
"5487_613311","20241206","1"
"5487_613311","20241209","1"
"5487_613311","20241210","1"
"5487_613311","20241211","1"
"5487_613311","20241212","1"
"5487_613311","20241213","1"
"5487_613311","20241216","1"
"5487_613311","20241217","1"
"5487_613311","20241218","1"
"5487_613311","20241219","1"
"5487_613311","20241220","1"
"5487_613311","20241223","1"
"5487_613311","20241224","1"
"5487_613311","20241227","1"
"5487_613311","20241230","1"
"5487_613312","20241013","1"
"5487_613312","20241020","1"
"5487_613312","20241027","1"
"5487_613312","20241101","1"
"5487_613312","20241103","1"
"5487_613312","20241110","1"
"5487_613312","20241117","1"
"5487_613312","20241124","1"
"5487_613312","20241201","1"
"5487_613312","20241208","1"
"5487_613312","20241215","1"
"5487_613312","20241222","1"
"5487_613312","20241226","1"
"5487_613312","20241229","1"
"5487_613313","20241225","1"
"5487_613314","20241012","1"
"5487_613314","20241019","1"
"5487_613314","20241026","1"
"5487_613314","20241102","1"
"5487_613314","20241109","1"
"5487_613314","20241116","1"
"5487_613314","20241123","1"
"5487_613314","20241130","1"
"5487_613314","20241207","1"
"5487_613314","20241214","1"
"5487_613314","20241221","1"
"5487_613314","20241228","1"
"5487_613315","20241007","1"
"5487_613315","20241008","1"
"5487_613315","20241009","1"
"5487_613315","20241010","1"
"5487_613315","20241011","1"
"5487_613315","20241014","1"
"5487_613315","20241015","1"
"5487_613315","20241016","1"
"5487_613315","20241017","1"
"5487_613315","20241018","1"
"5487_613315","20241021","1"
"5487_613315","20241022","1"
"5487_613315","20241023","1"
"5487_613315","20241024","1"
"5487_613315","20241025","1"
"5487_613315","20241028","1"
"5487_613315","20241029","1"
"5487_613315","20241030","1"
"5487_613315","20241031","1"
"5487_613315","20241104","1"
"5487_613315","20241105","1"
"5487_613315","20241106","1"
"5487_613315","20241107","1"
"5487_613315","20241108","1"
"5487_613315","20241111","1"
"5487_613315","20241112","1"
"5487_613315","20241113","1"
"5487_613315","20241114","1"
"5487_613315","20241115","1"
"5487_613315","20241118","1"
"5487_613315","20241119","1"
"5487_613315","20241120","1"
"5487_613315","20241121","1"
"5487_613315","20241122","1"
"5487_613315","20241125","1"
"5487_613315","20241126","1"
"5487_613315","20241127","1"
"5487_613315","20241128","1"
"5487_613315","20241129","1"
"5487_613315","20241202","1"
"5487_613315","20241203","1"
"5487_613315","20241204","1"
"5487_613315","20241205","1"
"5487_613315","20241206","1"
"5487_613315","20241209","1"
"5487_613315","20241210","1"
"5487_613315","20241211","1"
"5487_613315","20241212","1"
"5487_613315","20241213","1"
"5487_613315","20241216","1"
"5487_613315","20241217","1"
"5487_613315","20241218","1"
"5487_613315","20241219","1"
"5487_613315","20241220","1"
"5487_613316","20241013","1"
"5487_613316","20241020","1"
"5487_613316","20241027","1"
"5487_613316","20241101","1"
"5487_613316","20241103","1"
"5487_613316","20241110","1"
"5487_613316","20241117","1"
"5487_613316","20241124","1"
"5487_613316","20241201","1"
"5487_613316","20241208","1"
"5487_613316","20241215","1"
"5487_613316","20241222","1"
"5487_613317","20241226","1"
"5487_613317","20241229","1"
"5487_613318","20241102","1"
"5487_613318","20241228","1"
"5487_613319","20241223","1"
"5487_613319","20241224","1"
"5487_613319","20241227","1"
"5487_613319","20241230","1"
"5487_613319","20241231","1"
"5487_613320","20241223","1"
"5487_613320","20241224","1"
"5487_613320","20241227","1"
"5487_613320","20241230","1"
"5487_613321","20241012","1"
"5487_613321","20241019","1"
"5487_613321","20241026","1"
"5487_613321","20241109","1"
"5487_613321","20241116","1"
"5487_613321","20241123","1"
"5487_613321","20241130","1"
"5487_613321","20241207","1"
"5487_613321","20241214","1"
"5487_613321","20241221","1"
"5487_613322","20241225","1"
"5487_613323","20241007","1"
"5487_613323","20241008","1"
"5487_613323","20241009","1"
"5487_613323","20241010","1"
"5487_613323","20241011","1"
"5487_613323","20241014","1"
"5487_613323","20241015","1"
"5487_613323","20241016","1"
"5487_613323","20241017","1"
"5487_613323","20241018","1"
"5487_613323","20241021","1"
"5487_613323","20241022","1"
"5487_613323","20241023","1"
"5487_613323","20241024","1"
"5487_613323","20241025","1"
"5487_613323","20241028","1"
"5487_613323","20241029","1"
"5487_613323","20241030","1"
"5487_613323","20241031","1"
"5487_613323","20241104","1"
"5487_613323","20241105","1"
"5487_613323","20241106","1"
"5487_613323","20241107","1"
"5487_613323","20241108","1"
"5487_613323","20241111","1"
"5487_613323","20241112","1"
"5487_613323","20241113","1"
"5487_613323","20241114","1"
"5487_613323","20241115","1"
"5487_613323","20241118","1"
"5487_613323","20241119","1"
"5487_613323","20241120","1"
"5487_613323","20241121","1"
"5487_613323","20241122","1"
"5487_613323","20241125","1"
"5487_613323","20241126","1"
"5487_613323","20241127","1"
"5487_613323","20241128","1"
"5487_613323","20241129","1"
"5487_613323","20241202","1"
"5487_613323","20241203","1"
"5487_613323","20241204","1"
"5487_613323","20241205","1"
"5487_613323","20241206","1"
"5487_613323","20241209","1"
"5487_613323","20241210","1"
"5487_613323","20241211","1"
"5487_613323","20241212","1"
"5487_613323","20241213","1"
"5487_613323","20241216","1"
"5487_613323","20241217","1"
"5487_613323","20241218","1"
"5487_613323","20241219","1"
"5487_613323","20241220","1"
"5487_613323","20241223","1"
"5487_613323","20241224","1"
"5487_613323","20241227","1"
"5487_613323","20241230","1"
"5487_613324","20241013","1"
"5487_613324","20241020","1"
"5487_613324","20241027","1"
"5487_613324","20241101","1"
"5487_613324","20241103","1"
"5487_613324","20241110","1"
"5487_613324","20241117","1"
"5487_613324","20241124","1"
"5487_613324","20241201","1"
"5487_613324","20241208","1"
"5487_613324","20241215","1"
"5487_613324","20241222","1"
"5487_613324","20241226","1"
"5487_613324","20241229","1"
"5487_613325","20241225","1"
"5487_613326","20241007","1"
"5487_613326","20241008","1"
"5487_613326","20241009","1"
"5487_613326","20241010","1"
"5487_613326","20241011","1"
"5487_613326","20241014","1"
"5487_613326","20241015","1"
"5487_613326","20241016","1"
"5487_613326","20241017","1"
"5487_613326","20241018","1"
"5487_613326","20241021","1"
"5487_613326","20241022","1"
"5487_613326","20241023","1"
"5487_613326","20241024","1"
"5487_613326","20241025","1"
"5487_613326","20241028","1"
"5487_613326","20241029","1"
"5487_613326","20241030","1"
"5487_613326","20241031","1"
"5487_613326","20241104","1"
"5487_613326","20241105","1"
"5487_613326","20241106","1"
"5487_613326","20241107","1"
"5487_613326","20241108","1"
"5487_613326","20241111","1"
"5487_613326","20241112","1"
"5487_613326","20241113","1"
"5487_613326","20241114","1"
"5487_613326","20241115","1"
"5487_613326","20241118","1"
"5487_613326","20241119","1"
"5487_613326","20241120","1"
"5487_613326","20241121","1"
"5487_613326","20241122","1"
"5487_613326","20241125","1"
"5487_613326","20241126","1"
"5487_613326","20241127","1"
"5487_613326","20241128","1"
"5487_613326","20241129","1"
"5487_613326","20241202","1"
"5487_613326","20241203","1"
"5487_613326","20241204","1"
"5487_613326","20241205","1"
"5487_613326","20241206","1"
"5487_613326","20241209","1"
"5487_613326","20241210","1"
"5487_613326","20241211","1"
"5487_613326","20241212","1"
"5487_613326","20241213","1"
"5487_613326","20241216","1"
"5487_613326","20241217","1"
"5487_613326","20241218","1"
"5487_613326","20241219","1"
"5487_613326","20241220","1"
"5487_613326","20241223","1"
"5487_613326","20241224","1"
"5487_613326","20241227","1"
"5487_613326","20241230","1"
"5487_613326","20241231","1"
"5487_613327","20241012","1"
"5487_613327","20241019","1"
"5487_613327","20241026","1"
"5487_613327","20241102","1"
"5487_613327","20241109","1"
"5487_613327","20241116","1"
"5487_613327","20241123","1"
"5487_613327","20241130","1"
"5487_613327","20241207","1"
"5487_613327","20241214","1"
"5487_613327","20241221","1"
"5487_613327","20241228","1"
"5487_613328","20241007","1"
"5487_613328","20241008","1"
"5487_613328","20241009","1"
"5487_613328","20241010","1"
"5487_613328","20241011","1"
"5487_613328","20241014","1"
"5487_613328","20241015","1"
"5487_613328","20241016","1"
"5487_613328","20241017","1"
"5487_613328","20241018","1"
"5487_613328","20241021","1"
"5487_613328","20241022","1"
"5487_613328","20241023","1"
"5487_613328","20241024","1"
"5487_613328","20241025","1"
"5487_613328","20241028","1"
"5487_613328","20241029","1"
"5487_613328","20241030","1"
"5487_613328","20241031","1"
"5487_613328","20241104","1"
"5487_613328","20241105","1"
"5487_613328","20241106","1"
"5487_613328","20241107","1"
"5487_613328","20241108","1"
"5487_613328","20241111","1"
"5487_613328","20241112","1"
"5487_613328","20241113","1"
"5487_613328","20241114","1"
"5487_613328","20241115","1"
"5487_613328","20241118","1"
"5487_613328","20241119","1"
"5487_613328","20241120","1"
"5487_613328","20241121","1"
"5487_613328","20241122","1"
"5487_613328","20241125","1"
"5487_613328","20241126","1"
"5487_613328","20241127","1"
"5487_613328","20241128","1"
"5487_613328","20241129","1"
"5487_613328","20241202","1"
"5487_613328","20241203","1"
"5487_613328","20241204","1"
"5487_613328","20241205","1"
"5487_613328","20241206","1"
"5487_613328","20241209","1"
"5487_613328","20241210","1"
"5487_613328","20241211","1"
"5487_613328","20241212","1"
"5487_613328","20241213","1"
"5487_613328","20241216","1"
"5487_613328","20241217","1"
"5487_613328","20241218","1"
"5487_613328","20241219","1"
"5487_613328","20241220","1"
"5487_613329","20241102","1"
"5487_613329","20241228","1"
"5487_613330","20241223","1"
"5487_613330","20241224","1"
"5487_613330","20241227","1"
